#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
c_badwater;Badwater;Badwater;Badwater;;Badwater;;;;;;;;;x
c_badwater_adj;Badwaterian;;badwaterer;;;;;;;;;;;x
c_bagdad;Bagdad;Bagdad;Bagdad;;Bagdad;;;;;;;;;x
c_bagdad_adj;Bagdadian;;bagdader;;;;;;;;;;;x
c_bahia_de_los_angeles;Bahía de los Ángeles;Bahía de los Ángeles;Bahía de los Ángeles;;Bahía de los Ángeles;;;;;;;;;x
c_bahia_de_los_angeles_adj;Bahía de los Ángelesian;;Bahía de los Ángeleser;;;;;;;;;;;x
c_bahia_kino;Bahía Kino;Bahía Kino;Bahía Kino;;Bahía Kino;;;;;;;;;x
c_bahia_kino_adj;Bahía Kinian;;Bahía Kiner;;;;;;;;;;;x
c_bahia_tortugas;Bahía Tortugas;Bahía Tortugas;Bahía Tortugas;;Bahía Tortugas;;;;;;;;;x
c_bahia_tortugas_adj;Bahía Tortugasian;;Bahía Tortugaser;;;;;;;;;;;x
c_baker;Baker;Baker;Baker;;Baker;;;;;;;;;x
c_baker_adj;Bakerian;;bakerer;;;;;;;;;;;x
c_bakersfield;Bakersfield;Bakersfield;Bakersfield;;Bakersfield;;;;;;;;;x
c_bakersfield_adj;Bakersfieldian;;bakersfielder;;;;;;;;;;;x
c_balboa;Balboa;Balboa;Balboa;;Balboa;;;;;;;;;x
c_balboa_adj;Balboan;;balber;;;;;;;;;;;x
c_ballarat;Ballarat;Ballarat;Ballarat;;Ballarat;;;;;;;;;x
c_ballarat_adj;Ballaratian;;ballarater;;;;;;;;;;;x
c_ballard;Ballard;Ballard;Ballard;;Ballard;;;;;;;;;x
c_ballard_adj;Ballardian;;ballarder;;;;;;;;;;;x
c_banderitas;Banderitas;Banderitas;Banderitas;;Banderitas;;;;;;;;;x
c_banderitas_adj;Banderitasian;;banderitaser;;;;;;;;;;;x
c_barstow;Barstow;Barstow;Barstow;;Barstow;;;;;;;;;x
c_barstow_adj;Barstowian;;barstower;;;;;;;;;;;x
c_battle_ground;Battle Ground;Battle Ground;Battle Ground;;Battle Ground;;;;;;;;;x
c_battle_ground_adj;Battle Groundian;;Battle Grounder;;;;;;;;;;;x
c_battle_mountain;Battle Mountain;Battle Mountain;Battle Mountain;;Battle Mountain;;;;;;;;;x
c_battle_mountain_adj;Battle Mountainian;;Battle Mountainer;;;;;;;;;;;x
c_bear_valley;Bear Valley;Bear Valley;Bear Valley;;Bear Valley;;;;;;;;;x
c_bear_valley_adj;Bear Valleian;;Bear Valleer;;;;;;;;;;;x
c_beaver;Beaver;Beaver;Beaver;;Beaver;;;;;;;;;x
c_beaver_adj;Beaverian;;beaverer;;;;;;;;;;;x
c_beaverton;Beaverton;Beaverton;Beaverton;;Beaverton;;;;;;;;;x
c_beaverton_adj;Beavertonian;;beavertoner;;;;;;;;;;;x
c_bellevue;Bellevue;Bellevue;Bellevue;;Bellevue;;;;;;;;;x
c_bellevue_adj;Bellevuean;;bellever;;;;;;;;;;;x
c_bellingham;Bellingham;Bellingham;Bellingham;;Bellingham;;;;;;;;;x
c_bellingham_adj;Bellinghamian;;bellinghamer;;;;;;;;;;;x
c_bend;Bend;Bend;Bend;;Bend;;;;;;;;;x
c_bend_adj;Bendian;;bender;;;;;;;;;;;x
c_berkeley;Berkeley;Berkeley;Berkeley;;Berkeley;;;;;;;;;x
c_berkeley_adj;Berkeleian;;berkeleer;;;;;;;;;;;x
c_bernalillo;Bernalillo;Bernalillo;Bernalillo;;Bernalillo;;;;;;;;;x
c_bernalillo_adj;Bernalillian;;bernaliller;;;;;;;;;;;x
c_big_horn;Big Horn;Big Horn;Big Horn;;Big Horn;;;;;;;;;x
c_big_horn_adj;Big Hornian;;Big Horner;;;;;;;;;;;x
c_big_pine;Big Pine;Big Pine;Big Pine;;Big Pine;;;;;;;;;x
c_big_pine_adj;Big Pinean;;Big Piner;;;;;;;;;;;x
c_big_sur;Big Sur;Big Sur;Big Sur;;Big Sur;;;;;;;;;x
c_big_sur_adj;Big Surian;;Big Surer;;;;;;;;;;;x
c_black_rock;Black Rock;Black Rock;Black Rock;;Black Rock;;;;;;;;;x
c_black_rock_adj;Black Rockian;;Black Rocker;;;;;;;;;;;x
c_blackfoot;Blackfoot;Blackfoot;Blackfoot;;Blackfoot;;;;;;;;;x
c_blackfoot_adj;Blackfootian;;blackfooter;;;;;;;;;;;x
c_blaine;Blaine;Blaine;Blaine;;Blaine;;;;;;;;;x
c_blaine_adj;Blainean;;blainer;;;;;;;;;;;x
c_blitzen_valley;Blitzen Valley;Blitzen Valley;Blitzen Valley;;Blitzen Valley;;;;;;;;;x
c_blitzen_valley_adj;Blitzen Valleian;;Blitzen Valleer;;;;;;;;;;;x
c_blue_creek;Blue Creek;Blue Creek;Blue Creek;;Blue Creek;;;;;;;;;x
c_blue_creek_adj;Blue Creekian;;Blue Creeker;;;;;;;;;;;x
c_blythe;Blythe;Blythe;Blythe;;Blythe;;;;;;;;;x
c_blythe_adj;Blythean;;blyther;;;;;;;;;;;x
c_bodega_bay;Bodega Bay;Bodega Bay;Bodega Bay;;Bodega Bay;;;;;;;;;x
c_bodega_bay_adj;Bodega Baian;;Bodega Baer;;;;;;;;;;;x
c_bonaza;Bonaza;Bonaza;Bonaza;;Bonaza;;;;;;;;;x
c_bonaza_adj;Bonazan;;bonazer;;;;;;;;;;;x
c_bonneville;Bonneville;Bonneville;Bonneville;;Bonneville;;;;;;;;;x
c_bonneville_adj;Bonnevillean;;bonneviller;;;;;;;;;;;x
c_boonville;Boonville;Boonville;Boonville;;Boonville;;;;;;;;;x
c_boonville_adj;Boonvillean;;boonviller;;;;;;;;;;;x
c_bootheel;Bootheel;Bootheel;Bootheel;;Bootheel;;;;;;;;;x
c_bootheel_adj;Bootheelian;;bootheeler;;;;;;;;;;;x
c_borrego;Borrego;Borrego;Borrego;;Borrego;;;;;;;;;x
c_borrego_adj;Borregian;;borreger;;;;;;;;;;;x
c_boulder;Boulder;Boulder;Boulder;;Boulder;;;;;;;;;x
c_boulder_adj;Boulderian;;boulderer;;;;;;;;;;;x
c_boulder_city;Boulder City;Boulder City;Boulder City;;Boulder City;;;;;;;;;x
c_boulder_city_adj;Boulder Citian;;Boulder Citer;;;;;;;;;;;x
c_boundary;Boundary;Boundary;Boundary;;Boundary;;;;;;;;;x
c_boundary_adj;Boundarian;;boundarer;;;;;;;;;;;x
c_bountiful;Bountiful;Bountiful;Bountiful;;Bountiful;;;;;;;;;x
c_bountiful_adj;Bountifulian;;bountifuler;;;;;;;;;;;x
c_box_elder;Box Elder;Box Elder;Box Elder;;Box Elder;;;;;;;;;x
c_box_elder_adj;Box Elderian;;Box Elderer;;;;;;;;;;;x
c_boyd;Boyd;Boyd;Boyd;;Boyd;;;;;;;;;x
c_boyd_adj;Boydian;;boyder;;;;;;;;;;;x
c_breccia;Breccia;Breccia;Breccia;;Breccia;;;;;;;;;x
c_breccia_adj;Breccian;;breccer;;;;;;;;;;;x
c_bremerton;Bremerton;Bremerton;Bremerton;;Bremerton;;;;;;;;;x
c_bremerton_adj;Bremertonian;;bremertoner;;;;;;;;;;;x
c_bridgeport;Bridgeport;Bridgeport;Bridgeport;;Bridgeport;;;;;;;;;x
c_bridgeport_adj;Bridgeportian;;bridgeporter;;;;;;;;;;;x
c_bridgeport_2;Bridgeport;Bridgeport;Bridgeport;;Bridgeport;;;;;;;;;x
c_bridgeport_2_adj;Bridgeportian;;bridgeporter;;;;;;;;;;;x
c_bryce;Bryce;Bryce;Bryce;;Bryce;;;;;;;;;x
c_bryce_adj;Brycean;;brycer;;;;;;;;;;;x
c_bullhead;Bullhead;Bullhead;Bullhead;;Bullhead;;;;;;;;;x
c_bullhead_adj;Bullheadian;;bullheader;;;;;;;;;;;x
c_burbank;Burbank;Burbank;Burbank;;Burbank;;;;;;;;;x
c_burbank_adj;Burbankian;;burbanker;;;;;;;;;;;x
c_burley;Burley;Burley;Burley;;Burley;;;;;;;;;x
c_burley_adj;Burleian;;burleer;;;;;;;;;;;x
c_burnaby;Burnaby;Burnaby;Burnaby;;Burnaby;;;;;;;;;x
c_burnaby_adj;Burnabian;;burnaber;;;;;;;;;;;x
c_burney;Burney;Burney;Burney;;Burney;;;;;;;;;x
c_burney_adj;Burneian;;burneer;;;;;;;;;;;x
c_burns;Burns;Burns;Burns;;Burns;;;;;;;;;x
c_burns_adj;Burnsian;;burnser;;;;;;;;;;;x
c_burnt_river;Burnt River;Burnt River;Burnt River;;Burnt River;;;;;;;;;x
c_burnt_river_adj;Burnt Riverian;;Burnt Riverer;;;;;;;;;;;x
c_butte;Butte;Butte;Butte;;Butte;;;;;;;;;x
c_butte_adj;Buttean;;butter;;;;;;;;;;;x
c_butte_2;Butte;Butte;Butte;;Butte;;;;;;;;;x
c_butte_2_adj;Buttean;;butter;;;;;;;;;;;x
c_buttonwillow;Buttonwillow;Buttonwillow;Buttonwillow;;Buttonwillow;;;;;;;;;x
c_buttonwillow_adj;Buttonwillowian;;buttonwillower;;;;;;;;;;;x
c_cabo_pulmo;Cabo Pulmo;Cabo Pulmo;Cabo Pulmo;;Cabo Pulmo;;;;;;;;;x
c_cabo_pulmo_adj;Cabo Pulmian;;Cabo Pulmer;;;;;;;;;;;x
c_cabo_san_lucas;Cabo San Lucas;Cabo San Lucas;Cabo San Lucas;;Cabo San Lucas;;;;;;;;;x
c_cabo_san_lucas_adj;Cabo San Lucasian;;Cabo San Lucaser;;;;;;;;;;;x
c_caborca;Caborca;Caborca;Caborca;;Caborca;;;;;;;;;x
c_caborca_adj;Caborcan;;caborcer;;;;;;;;;;;x
c_caborca_occidental;Caborca Occidental;Caborca Occidental;Caborca Occidental;;Caborca Occidental;;;;;;;;;x
c_caborca_occidental_adj;Caborca Occidentalian;;Caborca Occidentaler;;;;;;;;;;;x
c_cache;Cache;Cache;Cache;;Cache;;;;;;;;;x
c_cache_adj;Cachean;;cacher;;;;;;;;;;;x
c_caliente;Caliente;Caliente;Caliente;;Caliente;;;;;;;;;x
c_caliente_adj;Calientean;;calienter;;;;;;;;;;;x
c_calles;Calles;Calles;Calles;;Calles;;;;;;;;;x
c_calles_adj;Callesian;;calleser;;;;;;;;;;;x
c_camalu;Camalú;Camalú;Camalú;;Camalú;;;;;;;;;x
c_camalu_adj;Camalúian;;camalúer;;;;;;;;;;;x
c_camano;Camano;Camano;Camano;;Camano;;;;;;;;;x
c_camano_adj;Camanian;;camaner;;;;;;;;;;;x
c_camas;Camas;Camas;Camas;;Camas;;;;;;;;;x
c_camas_adj;Camasian;;camaser;;;;;;;;;;;x
c_campbell_river;Campbell River;Campbell River;Campbell River;;Campbell River;;;;;;;;;x
c_campbell_river_adj;Campbell Riverian;;Campbell Riverer;;;;;;;;;;;x
c_cananea;Cananea;Cananea;Cananea;;Cananea;;;;;;;;;x
c_cananea_adj;Cananean;;cananer;;;;;;;;;;;x
c_canby;Canby;Canby;Canby;;Canby;;;;;;;;;x
c_canby_adj;Canbian;;canber;;;;;;;;;;;x
c_cantua;Cantua;Cantua;Cantua;;Cantua;;;;;;;;;x
c_cantua_adj;Cantuan;;canter;;;;;;;;;;;x
c_canyon;Canyon;Canyon;Canyon;;Canyon;;;;;;;;;x
c_canyon_adj;Canyonian;;canyoner;;;;;;;;;;;x
c_canyon_de_chelly;Canyon de Chelly;Canyon de Chelly;Canyon de Chelly;;Canyon de Chelly;;;;;;;;;x
c_canyon_de_chelly_adj;Canyon de Chellian;;Canyon de Cheller;;;;;;;;;;;x
c_canyon_diablo;Canyon Diablo;Canyon Diablo;Canyon Diablo;;Canyon Diablo;;;;;;;;;x
c_canyon_diablo_adj;Canyon Diablian;;Canyon Diabler;;;;;;;;;;;x
c_canyonland;Canyonland;Canyonland;Canyonland;;Canyonland;;;;;;;;;x
c_canyonland_adj;Canyonlandian;;canyonlander;;;;;;;;;;;x
c_capitol_reef;Capitol Reef;Capitol Reef;Capitol Reef;;Capitol Reef;;;;;;;;;x
c_capitol_reef_adj;Capitol Reefian;;Capitol Reefer;;;;;;;;;;;x
c_carbo;Carbo;Carbo;Carbo;;Carbo;;;;;;;;;x
c_carbo_adj;Carbian;;carber;;;;;;;;;;;x
c_carbon;Carbon;Carbon;Carbon;;Carbon;;;;;;;;;x
c_carbon_adj;Carbonian;;carboner;;;;;;;;;;;x
c_carbon_2;Carbon;Carbon;Carbon;;Carbon;;;;;;;;;x
c_carbon_2_adj;Carbonian;;carboner;;;;;;;;;;;x
c_carlin;Carlin;Carlin;Carlin;;Carlin;;;;;;;;;x
c_carlin_adj;Carlinian;;carliner;;;;;;;;;;;x
c_carmel_by_the_sea;Carmel-By-The-Sea;Carmel-By-The-Sea;Carmel-By-The-Sea;;Carmel-By-The-Sea;;;;;;;;;x
c_carmel_by_the_sea_adj;Carmel-By-The-Sean;;carmel-by-the-ser;;;;;;;;;;;x
c_carnation;Carnation;Carnation;Carnation;;Carnation;;;;;;;;;x
c_carnation_adj;Carnationian;;carnationer;;;;;;;;;;;x
c_carrizalito;Carrizalito;Carrizalito;Carrizalito;;Carrizalito;;;;;;;;;x
c_carrizalito_adj;Carrizalitian;;carrizaliter;;;;;;;;;;;x
c_carson;Carson;Carson;Carson;;Carson;;;;;;;;;x
c_carson_adj;Carsonian;;carsoner;;;;;;;;;;;x
c_cascade_valley;Cascade Valley;Cascade Valley;Cascade Valley;;Cascade Valley;;;;;;;;;x
c_cascade_valley_adj;Cascade Valleian;;Cascade Valleer;;;;;;;;;;;x
c_castlegar;Castlegar;Castlegar;Castlegar;;Castlegar;;;;;;;;;x
c_castlegar_adj;Castlegarian;;castlegarer;;;;;;;;;;;x
c_catalina_island;Catalina Island;Catalina Island;Catalina Island;;Catalina Island;;;;;;;;;x
c_catalina_island_adj;Catalina Islandian;;Catalina Islander;;;;;;;;;;;x
c_centerville;Centerville;Centerville;Centerville;;Centerville;;;;;;;;;x
c_centerville_adj;Centervillean;;centerviller;;;;;;;;;;;x
c_centralia;Centralia;Centralia;Centralia;;Centralia;;;;;;;;;x
c_centralia_adj;Centralian;;centraler;;;;;;;;;;;x
c_chaco;Chaco;Chaco;Chaco;;Chaco;;;;;;;;;x
c_chaco_adj;Chacian;;chacer;;;;;;;;;;;x
c_chaffee;Chaffee;Chaffee;Chaffee;;Chaffee;;;;;;;;;x
c_chaffee_adj;Chaffeean;;chaffer;;;;;;;;;;;x
c_chalfant_valley;Chalfant Valley;Chalfant Valley;Chalfant Valley;;Chalfant Valley;;;;;;;;;x
c_chalfant_valley_adj;Chalfant Valleian;;Chalfant Valleer;;;;;;;;;;;x
c_challis;Challis;Challis;Challis;;Challis;;;;;;;;;x
c_challis_adj;Challisian;;challiser;;;;;;;;;;;x
c_channel_islands;Channel Islands;Channel Islands;Channel Islands;;Channel Islands;;;;;;;;;x
c_channel_islands_adj;Channel Islandsian;;Channel Islandser;;;;;;;;;;;x
c_chelan;Chelan;Chelan;Chelan;;Chelan;;;;;;;;;x
c_chelan_adj;Chelanian;;chelaner;;;;;;;;;;;x
c_chemult;Chemult;Chemult;Chemult;;Chemult;;;;;;;;;x
c_chemult_adj;Chemultian;;chemulter;;;;;;;;;;;x
c_cheney;Cheney;Cheney;Cheney;;Cheney;;;;;;;;;x
c_cheney_adj;Cheneian;;cheneer;;;;;;;;;;;x
c_chester;Chester;Chester;Chester;;Chester;;;;;;;;;x
c_chester_adj;Chesterian;;chesterer;;;;;;;;;;;x
c_chetco;Chetco;Chetco;Chetco;;Chetco;;;;;;;;;x
c_chetco_adj;Chetcian;;chetcer;;;;;;;;;;;x
c_chico;Chico;Chico;Chico;;Chico;;;;;;;;;x
c_chico_adj;Chician;;chicer;;;;;;;;;;;x
c_chilliwack;Chilliwack;Chilliwack;Chilliwack;;Chilliwack;;;;;;;;;x
c_chilliwack_adj;Chilliwackian;;chilliwacker;;;;;;;;;;;x
c_chiloquin;Chiloquin;Chiloquin;Chiloquin;;Chiloquin;;;;;;;;;x
c_chiloquin_adj;Chiloquinian;;chiloquiner;;;;;;;;;;;x
c_chino;Chino;Chino;Chino;;Chino;;;;;;;;;x
c_chino_adj;Chinian;;chiner;;;;;;;;;;;x
c_chloride;Chloride;Chloride;Chloride;;Chloride;;;;;;;;;x
c_chloride_adj;Chloridean;;chlorider;;;;;;;;;;;x
c_choix;Choix;Choix;Choix;;Choix;;;;;;;;;x
c_choix_adj;Choixian;;choixer;;;;;;;;;;;x
c_chowchilla;Chowchilla;Chowchilla;Chowchilla;;Chowchilla;;;;;;;;;x
c_chowchilla_adj;Chowchillan;;chowchiller;;;;;;;;;;;x
c_christmas_valley;Christmas Valley;Christmas Valley;Christmas Valley;;Christmas Valley;;;;;;;;;x
c_christmas_valley_adj;Christmas Valleian;;Christmas Valleer;;;;;;;;;;;x
c_christmas_valley_2;Christmas Valley;Christmas Valley;Christmas Valley;;Christmas Valley;;;;;;;;;x
c_christmas_valley_2_adj;Christmas Valleian;;Christmas Valleer;;;;;;;;;;;x
c_chupadera;Chupadera;Chupadera;Chupadera;;Chupadera;;;;;;;;;x
c_chupadera_adj;Chupaderan;;chupaderer;;;;;;;;;;;x
c_chuska;Chuska;Chuska;Chuska;;Chuska;;;;;;;;;x
c_chuska_adj;Chuskan;;chusker;;;;;;;;;;;x
c_clackamas;Clackamas;Clackamas;Clackamas;;Clackamas;;;;;;;;;x
c_clackamas_adj;Clackamasian;;clackamaser;;;;;;;;;;;x
c_clarkston;Clarkston;Clarkston;Clarkston;;Clarkston;;;;;;;;;x
c_clarkston_adj;Clarkstonian;;clarkstoner;;;;;;;;;;;x
c_clatskanie;Clatskanie;Clatskanie;Clatskanie;;Clatskanie;;;;;;;;;x
c_clatskanie_adj;Clatskaniean;;clatskaner;;;;;;;;;;;x
c_cle_elum;Cle Elum;Cle Elum;Cle Elum;;Cle Elum;;;;;;;;;x
c_cle_elum_adj;Cle Elumian;;Cle Elumer;;;;;;;;;;;x
c_clover;Clover;Clover;Clover;;Clover;;;;;;;;;x
c_clover_adj;Cloverian;;cloverer;;;;;;;;;;;x
c_coaldale;Coaldale;Coaldale;Coaldale;;Coaldale;;;;;;;;;x
c_coaldale_adj;Coaldalean;;coaldaler;;;;;;;;;;;x
c_coalinga;Coalinga;Coalinga;Coalinga;;Coalinga;;;;;;;;;x
c_coalinga_adj;Coalingan;;coalinger;;;;;;;;;;;x
c_coe_ranch;Coe Ranch;Coe Ranch;Coe Ranch;;Coe Ranch;;;;;;;;;x
c_coe_ranch_adj;Coe Ranchian;;Coe Rancher;;;;;;;;;;;x
c_coeur_dalene;Coeur d'Alene;Coeur d'Alene;Coeur d'Alene;;Coeur d'Alene;;;;;;;;;x
c_coeur_dalene_adj;Coeur d'Alenean;;Coeur d'Alener;;;;;;;;;;;x
c_coldwater;Coldwater;Coldwater;Coldwater;;Coldwater;;;;;;;;;x
c_coldwater_adj;Coldwaterian;;coldwaterer;;;;;;;;;;;x
c_collins;Collins;Collins;Collins;;Collins;;;;;;;;;x
c_collins_adj;Collinsian;;collinser;;;;;;;;;;;x
c_colorado;Colorado;Colorado;Colorado;;Colorado;;;;;;;;;x
c_colorado_adj;Coloradian;;colorader;;;;;;;;;;;x
c_colter_bay;Colter Bay;Colter Bay;Colter Bay;;Colter Bay;;;;;;;;;x
c_colter_bay_adj;Colter Baian;;Colter Baer;;;;;;;;;;;x
c_colusa;Colusa;Colusa;Colusa;;Colusa;;;;;;;;;x
c_colusa_adj;Colusan;;coluser;;;;;;;;;;;x
c_comox;Comox;Comox;Comox;;Comox;;;;;;;;;x
c_comox_adj;Comoxian;;comoxer;;;;;;;;;;;x
c_compton;Compton;Compton;Compton;;Compton;;;;;;;;;x
c_compton_adj;Comptonian;;comptoner;;;;;;;;;;;x
c_concord;Concord;Concord;Concord;;Concord;;;;;;;;;x
c_concord_adj;Concordian;;concorder;;;;;;;;;;;x
c_concordia;Concordia;Concordia;Concordia;;Concordia;;;;;;;;;x
c_concordia_adj;Concordian;;concorder;;;;;;;;;;;x
c_conejos;Conejos;Conejos;Conejos;;Conejos;;;;;;;;;x
c_conejos_adj;Conejosian;;conejoser;;;;;;;;;;;x
c_connell;Connell;Connell;Connell;;Connell;;;;;;;;;x
c_connell_adj;Connellian;;conneller;;;;;;;;;;;x
